,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
24588,39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,1,-1,0,unknown,yes
24589,39,admin.,married,secondary,no,70,yes,no,cellular,31,jul,13,11,-1,0,unknown,no
24590,33,blue-collar,divorced,primary,no,60,no,no,unknown,9,may,131,1,-1,0,unknown,no
24591,55,entrepreneur,married,primary,no,298,yes,no,unknown,8,may,144,3,-1,0,unknown,no
24592,57,housemaid,married,primary,no,7082,no,no,unknown,6,jun,69,3,-1,0,unknown,no
24593,44,self-employed,married,secondary,no,5068,no,no,cellular,8,jul,256,2,-1,0,unknown,no
24594,29,services,single,secondary,no,-32,no,yes,cellular,8,jul,510,1,-1,0,unknown,no
24595,53,management,married,tertiary,no,3366,no,no,telephone,20,nov,278,6,112,2,failure,no
24596,33,blue-collar,married,secondary,no,983,no,no,unknown,8,sep,9,1,-1,0,unknown,no
24597,43,services,married,secondary,no,41,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
24598,60,technician,married,secondary,no,2639,yes,no,unknown,14,may,483,2,-1,0,unknown,no
24599,39,management,single,secondary,no,1877,yes,no,unknown,6,may,185,1,-1,0,unknown,no
24600,28,services,single,secondary,no,60,no,yes,cellular,29,jan,248,1,-1,0,unknown,no
24601,29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes
24602,31,admin.,married,secondary,no,5,yes,yes,cellular,16,jul,101,7,-1,0,unknown,no
24603,54,management,married,secondary,yes,5249,yes,no,cellular,17,nov,108,1,-1,0,unknown,no
24604,57,management,married,secondary,no,0,yes,no,cellular,24,jul,725,2,-1,0,unknown,no
24605,39,management,married,tertiary,no,-1026,yes,no,unknown,26,may,200,2,-1,0,unknown,no
24606,34,blue-collar,single,secondary,yes,-369,yes,no,unknown,23,may,353,2,-1,0,unknown,no
24607,32,management,single,tertiary,no,297,no,no,cellular,13,aug,225,2,-1,0,unknown,no
24608,56,housemaid,married,secondary,no,619,yes,no,telephone,21,jul,65,1,-1,0,unknown,no
24609,34,management,divorced,tertiary,no,528,yes,no,cellular,17,apr,233,2,-1,0,unknown,no
24610,32,technician,married,tertiary,no,1868,no,no,cellular,27,aug,186,16,-1,0,unknown,no
24611,41,unemployed,married,tertiary,no,28,yes,no,cellular,4,feb,358,2,-1,0,unknown,no
24612,45,blue-collar,divorced,secondary,no,1951,yes,no,cellular,4,feb,692,1,-1,0,unknown,no
24613,32,technician,married,tertiary,no,43,no,no,cellular,22,aug,154,5,-1,0,unknown,no
24614,42,blue-collar,married,primary,no,875,yes,no,cellular,17,apr,426,5,148,1,failure,no
24615,53,retired,married,secondary,no,4968,no,no,cellular,8,feb,94,1,333,1,other,no
24616,30,services,single,secondary,no,63,no,no,unknown,13,aug,75,1,-1,0,unknown,no
24617,34,admin.,married,secondary,no,159,yes,no,cellular,21,jul,124,1,-1,0,unknown,no
24618,31,blue-collar,married,secondary,no,-282,yes,yes,unknown,2,jun,108,1,-1,0,unknown,no
24619,59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,no
24620,30,student,single,secondary,no,314,no,no,cellular,29,jun,189,1,204,6,success,no
24621,28,blue-collar,single,secondary,no,-267,yes,no,unknown,20,jun,86,4,-1,0,unknown,no
24622,37,entrepreneur,married,secondary,no,351,yes,no,unknown,5,jun,169,3,-1,0,unknown,no
24623,33,student,single,unknown,no,2321,no,no,cellular,2,aug,308,1,109,4,failure,no
24624,43,self-employed,married,tertiary,no,3003,no,no,cellular,8,aug,358,3,-1,0,unknown,no
24625,35,management,married,tertiary,no,1510,yes,no,unknown,9,may,61,1,-1,0,unknown,no
24626,49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no
24627,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes
24628,31,admin.,single,secondary,no,81,yes,no,cellular,23,apr,215,2,165,11,other,no
24629,40,self-employed,married,secondary,yes,2,no,no,cellular,27,aug,158,3,-1,0,unknown,no
24630,36,services,divorced,secondary,no,223,yes,yes,cellular,11,may,80,1,-1,0,unknown,no
24631,28,blue-collar,married,secondary,no,1072,yes,no,cellular,18,may,630,2,356,4,other,no
24632,33,blue-collar,divorced,secondary,no,880,yes,yes,cellular,29,jan,263,3,239,1,failure,no
24633,29,services,married,secondary,no,30,yes,no,cellular,23,jul,74,3,-1,0,unknown,no
24634,32,technician,married,secondary,no,94,yes,no,cellular,17,apr,1013,2,-1,0,unknown,no
24635,24,student,single,secondary,no,431,no,no,cellular,19,aug,418,11,185,5,success,yes
24636,54,management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,no
24637,31,services,married,secondary,no,-163,yes,no,cellular,17,apr,135,1,270,2,failure,no
24638,38,technician,married,secondary,no,0,yes,no,unknown,20,jun,111,1,-1,0,unknown,no
24639,37,services,married,secondary,no,1543,yes,no,cellular,16,feb,138,2,-1,0,unknown,yes
24640,50,management,divorced,tertiary,no,318,yes,no,unknown,16,may,788,2,-1,0,unknown,no
24641,30,admin.,divorced,secondary,no,370,yes,no,unknown,15,may,160,1,-1,0,unknown,no
24642,36,entrepreneur,married,tertiary,no,1423,yes,no,unknown,29,may,193,1,-1,0,unknown,no
24643,28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,no
24644,52,management,divorced,tertiary,no,50,yes,no,unknown,12,jun,84,3,-1,0,unknown,no
24645,32,technician,married,tertiary,no,2688,no,no,cellular,18,aug,101,1,-1,0,unknown,no
24646,47,services,married,secondary,no,459,no,no,cellular,19,aug,599,3,-1,0,unknown,no
24647,25,admin.,single,tertiary,no,760,yes,no,cellular,27,feb,58,2,-1,0,unknown,no
24648,31,technician,single,tertiary,no,1166,yes,no,cellular,21,nov,119,2,171,1,failure,no
24649,39,blue-collar,married,primary,no,519,yes,yes,unknown,26,may,117,1,-1,0,unknown,no
24650,25,services,single,secondary,no,2311,no,yes,cellular,21,jul,1105,2,-1,0,unknown,yes
24651,28,admin.,single,secondary,no,261,yes,yes,cellular,30,jul,269,7,182,9,success,no
24652,34,admin.,married,secondary,no,287,yes,no,unknown,2,jun,149,8,-1,0,unknown,no
24653,43,technician,married,secondary,no,0,no,no,cellular,8,jul,74,1,-1,0,unknown,no
24654,35,management,single,secondary,no,6809,yes,no,unknown,9,may,750,7,-1,0,unknown,no
24655,47,blue-collar,married,primary,no,193,yes,no,cellular,29,aug,171,2,-1,0,unknown,no
24656,27,management,single,tertiary,no,2489,no,no,cellular,15,jul,323,2,163,2,other,yes
24657,36,management,married,tertiary,no,530,no,no,unknown,20,jun,221,3,-1,0,unknown,no
24658,29,blue-collar,married,secondary,no,25,yes,no,cellular,15,may,50,5,-1,0,unknown,no
24659,44,admin.,single,secondary,no,469,yes,yes,cellular,12,may,158,2,-1,0,unknown,no
24660,39,services,married,secondary,no,104,yes,no,cellular,20,apr,116,2,332,6,failure,no
24661,34,management,married,tertiary,no,156,yes,no,cellular,12,may,63,1,-1,0,unknown,no
24662,27,unemployed,married,secondary,no,724,yes,yes,cellular,17,apr,200,3,-1,0,unknown,no
24663,32,admin.,single,tertiary,no,170,no,no,cellular,18,nov,74,1,-1,0,unknown,no
24664,38,management,married,tertiary,no,-1884,yes,no,cellular,6,may,82,2,289,1,failure,no
24665,30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,1,-1,0,unknown,yes
24666,79,retired,married,primary,no,3025,no,no,cellular,11,dec,166,3,126,3,other,yes
24667,44,management,married,secondary,no,0,no,no,cellular,21,aug,167,2,-1,0,unknown,no
24668,49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success,no
24669,52,admin.,divorced,secondary,no,725,yes,no,cellular,20,apr,57,3,325,1,other,no
24670,41,admin.,married,secondary,no,8238,yes,yes,unknown,30,may,124,4,-1,0,unknown,no
24671,56,retired,married,secondary,no,296,yes,no,unknown,13,may,128,1,-1,0,unknown,no
24672,32,management,single,tertiary,no,887,yes,no,cellular,24,jul,53,5,-1,0,unknown,no
24673,51,blue-collar,married,primary,no,2832,yes,no,cellular,20,apr,122,4,238,12,other,no
24674,34,technician,single,secondary,no,124,no,no,telephone,14,aug,31,2,-1,0,unknown,no
24675,29,admin.,married,secondary,no,36,yes,no,unknown,28,may,126,1,-1,0,unknown,no
24676,32,blue-collar,married,primary,no,0,yes,no,cellular,20,apr,295,3,335,1,other,no
24677,58,blue-collar,divorced,secondary,no,543,no,yes,telephone,17,jul,264,3,-1,0,unknown,no
24678,41,technician,married,secondary,no,55,yes,no,cellular,6,aug,185,4,-1,0,unknown,no
24679,34,management,married,tertiary,no,4859,no,no,cellular,30,apr,113,1,37,1,other,no
24680,51,admin.,married,secondary,no,1574,no,no,cellular,4,feb,149,2,-1,0,unknown,no
24681,35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,no
24682,66,management,married,tertiary,no,2169,no,no,cellular,7,jul,282,1,-1,0,unknown,no
24683,35,blue-collar,married,secondary,no,911,yes,no,cellular,20,nov,434,2,181,5,other,no
24684,35,management,divorced,tertiary,no,788,yes,no,unknown,7,may,297,3,-1,0,unknown,no
24685,38,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,361,1,-1,0,unknown,no
24686,55,blue-collar,married,unknown,no,213,no,no,cellular,14,aug,406,2,-1,0,unknown,no
24687,55,technician,married,secondary,no,0,yes,no,unknown,16,may,248,3,-1,0,unknown,no
24688,53,blue-collar,married,secondary,no,6657,yes,no,cellular,19,aug,128,8,-1,0,unknown,no
24689,43,blue-collar,married,primary,no,575,no,no,cellular,2,feb,237,1,-1,0,unknown,no
24690,26,management,single,tertiary,no,1284,yes,no,unknown,21,may,97,8,-1,0,unknown,no
24691,32,technician,married,secondary,no,0,yes,no,cellular,18,aug,143,4,-1,0,unknown,no
24692,43,management,married,secondary,no,3301,yes,yes,cellular,26,mar,278,2,-1,0,unknown,no
24693,46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,376,2,129,3,other,yes
24694,57,management,married,primary,no,2538,no,yes,telephone,17,jul,485,2,-1,0,unknown,no
24695,34,technician,married,tertiary,no,7717,yes,no,cellular,18,nov,386,1,-1,0,unknown,no
24696,34,technician,married,secondary,no,118,yes,no,cellular,18,may,53,4,262,2,failure,no
24697,40,technician,married,secondary,no,4441,yes,no,cellular,20,nov,153,2,183,2,failure,no
24698,53,self-employed,married,tertiary,no,4675,yes,no,cellular,29,jul,60,4,-1,0,unknown,no
24699,40,blue-collar,divorced,secondary,no,393,yes,yes,cellular,17,jul,291,2,-1,0,unknown,no
24700,56,blue-collar,married,secondary,no,475,yes,yes,unknown,20,jun,110,4,-1,0,unknown,no
24701,45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,676,1,-1,0,unknown,yes
24702,39,entrepreneur,married,tertiary,no,36,yes,no,unknown,26,may,488,3,-1,0,unknown,no
24703,28,blue-collar,single,secondary,no,0,yes,no,unknown,28,may,386,1,-1,0,unknown,no
24704,28,unemployed,single,secondary,no,538,no,no,cellular,4,jun,114,3,-1,0,unknown,no
24705,40,blue-collar,married,secondary,no,356,yes,yes,cellular,7,may,1254,3,365,1,failure,no
24706,47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,-1,0,unknown,yes
24707,36,management,married,tertiary,no,-85,yes,no,unknown,12,jun,85,2,-1,0,unknown,no
24708,34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265,1,-1,0,unknown,no
24709,32,housemaid,married,primary,no,51,yes,no,cellular,12,may,324,1,-1,0,unknown,no
24710,40,technician,divorced,tertiary,no,4736,yes,no,cellular,11,feb,285,2,-1,0,unknown,yes
24711,36,technician,single,secondary,no,7503,yes,no,unknown,4,jun,25,1,-1,0,unknown,no
24712,27,admin.,single,secondary,no,-172,no,yes,cellular,9,feb,125,5,-1,0,unknown,no
24713,39,blue-collar,married,primary,no,521,no,yes,cellular,10,jul,149,1,-1,0,unknown,no
24714,31,management,married,secondary,no,-329,yes,no,cellular,8,jul,119,3,-1,0,unknown,no
24715,32,technician,single,secondary,no,316,no,no,cellular,26,aug,137,2,-1,0,unknown,no
24716,41,technician,married,secondary,no,11,yes,no,telephone,1,sep,150,1,-1,0,unknown,no
24717,24,blue-collar,married,secondary,no,204,yes,yes,cellular,17,apr,229,3,-1,0,unknown,no
24718,60,housemaid,divorced,secondary,no,2063,no,no,cellular,27,may,95,1,99,2,failure,no
24719,22,services,single,secondary,no,2273,no,yes,cellular,2,jul,98,1,-1,0,unknown,no
24720,42,management,married,tertiary,no,1,no,no,unknown,14,may,253,1,-1,0,unknown,no
24721,37,technician,married,secondary,no,1016,yes,yes,cellular,20,nov,195,3,8,1,failure,no
24722,30,blue-collar,married,secondary,no,194,yes,no,cellular,8,may,475,3,-1,0,unknown,no
24723,39,technician,married,secondary,no,616,no,no,telephone,8,dec,170,1,-1,0,unknown,no
24724,40,management,married,tertiary,no,964,yes,no,telephone,13,may,95,3,-1,0,unknown,no
24725,55,management,married,tertiary,no,86,no,no,telephone,16,jun,64,1,-1,0,unknown,no
24726,31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
24727,28,blue-collar,single,secondary,no,623,no,no,unknown,18,jun,25,41,-1,0,unknown,no
24728,50,management,married,tertiary,no,383,no,yes,cellular,11,jul,502,2,-1,0,unknown,no
24729,38,technician,married,secondary,no,-6,no,no,cellular,26,aug,700,2,-1,0,unknown,no
24730,31,technician,single,tertiary,no,1463,no,no,cellular,11,aug,97,2,-1,0,unknown,no
24731,54,unemployed,married,secondary,no,23,yes,no,unknown,8,may,27,3,-1,0,unknown,no
24732,55,management,divorced,tertiary,no,141,yes,no,cellular,28,jul,154,5,-1,0,unknown,no
24733,32,management,married,secondary,no,1423,yes,no,unknown,16,may,223,3,-1,0,unknown,no
24734,37,management,married,tertiary,no,658,yes,no,cellular,5,may,838,1,-1,0,unknown,yes
24735,24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,956,1,-1,0,unknown,yes
24736,44,technician,married,secondary,no,-393,no,no,cellular,9,feb,45,6,-1,0,unknown,no
24737,44,management,married,tertiary,no,1383,no,no,cellular,22,aug,243,12,-1,0,unknown,no
24738,51,management,single,tertiary,no,1565,yes,no,cellular,24,jul,870,3,-1,0,unknown,no
24739,57,management,married,tertiary,no,561,no,no,unknown,5,jun,21,1,-1,0,unknown,no
24740,30,technician,married,secondary,no,-306,yes,yes,unknown,16,may,203,1,-1,0,unknown,no
24741,47,management,married,primary,no,52,yes,yes,unknown,15,may,140,1,-1,0,unknown,no
24742,32,services,single,tertiary,no,620,no,no,cellular,3,sep,110,6,95,5,other,no
24743,55,blue-collar,married,tertiary,no,1341,no,no,cellular,22,aug,46,8,-1,0,unknown,no
24744,50,retired,married,secondary,no,6998,yes,no,unknown,29,may,1196,1,-1,0,unknown,no
24745,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,69,2,-1,0,unknown,no
24746,42,blue-collar,single,secondary,no,1306,yes,no,unknown,15,may,265,1,-1,0,unknown,no
24747,33,student,single,tertiary,no,71,no,no,cellular,15,jul,94,4,-1,0,unknown,no
24748,49,management,married,tertiary,no,3842,no,no,cellular,5,apr,163,1,186,3,failure,no
24749,31,self-employed,married,tertiary,no,3,yes,no,cellular,29,jul,215,4,-1,0,unknown,no
24750,62,management,married,tertiary,no,10373,no,no,cellular,12,aug,344,3,-1,0,unknown,no
24751,41,technician,single,secondary,no,-3,no,no,cellular,8,jul,413,1,-1,0,unknown,no
24752,36,blue-collar,married,primary,no,111,yes,no,unknown,23,may,163,3,-1,0,unknown,no
24753,34,technician,married,secondary,no,4248,yes,no,cellular,20,apr,627,5,-1,0,unknown,no
24754,52,admin.,married,secondary,no,31,yes,no,unknown,7,may,120,1,-1,0,unknown,no
24755,33,management,single,tertiary,no,8514,no,no,cellular,20,aug,131,1,-1,0,unknown,no
24756,33,technician,single,secondary,no,-96,no,no,cellular,29,jan,213,4,-1,0,unknown,no
24757,35,technician,married,secondary,no,746,no,yes,cellular,27,jan,240,1,-1,0,unknown,no
24758,25,services,single,secondary,no,895,yes,no,unknown,3,jun,167,1,-1,0,unknown,no
24759,42,self-employed,married,secondary,no,2130,yes,yes,cellular,29,jul,146,2,-1,0,unknown,no
24760,42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,2,295,1,success,yes
24761,36,technician,single,tertiary,no,391,yes,no,cellular,15,may,185,1,350,8,failure,no
24762,56,technician,married,secondary,no,992,no,no,unknown,9,jun,123,1,-1,0,unknown,no
24763,54,blue-collar,married,primary,no,1059,no,no,cellular,29,aug,73,8,-1,0,unknown,no
24764,35,management,married,tertiary,no,2088,yes,no,cellular,1,oct,86,1,50,4,failure,no
24765,25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes
24766,35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,-1,0,unknown,no
24767,39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,other,yes
24768,40,blue-collar,married,secondary,no,1708,yes,no,cellular,19,nov,382,2,174,1,other,no
24769,28,admin.,single,secondary,no,419,yes,no,unknown,28,may,158,2,-1,0,unknown,no
24770,42,management,married,tertiary,no,1272,yes,no,cellular,5,may,117,1,169,1,failure,no
24771,59,unemployed,married,primary,no,46,no,no,telephone,29,jul,44,2,-1,0,unknown,no
24772,40,entrepreneur,married,secondary,no,285,no,no,cellular,21,nov,133,1,-1,0,unknown,no
24773,36,unemployed,married,tertiary,no,7222,yes,no,cellular,3,jun,86,1,-1,0,unknown,no
24774,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no
24775,61,management,married,tertiary,no,5157,no,no,cellular,13,mar,432,1,-1,0,unknown,no
24776,34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,-1,0,unknown,yes
24777,57,entrepreneur,married,tertiary,yes,-524,yes,no,unknown,16,may,199,4,-1,0,unknown,no
24778,32,management,single,tertiary,no,1493,yes,no,unknown,28,may,65,11,-1,0,unknown,no
24779,38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,182,2,success,yes
24780,39,management,divorced,tertiary,no,5988,yes,yes,cellular,6,aug,225,2,-1,0,unknown,no
24781,34,self-employed,married,tertiary,no,980,no,no,cellular,31,aug,69,2,54,4,failure,no
24782,30,services,single,secondary,no,140,yes,no,cellular,15,may,760,1,-1,0,unknown,yes
24783,51,blue-collar,married,secondary,no,22,yes,no,unknown,16,may,336,2,-1,0,unknown,no
24784,31,technician,single,tertiary,no,3729,yes,no,cellular,5,feb,176,2,8,10,other,no
24785,45,housemaid,married,primary,no,3512,no,no,cellular,16,apr,96,1,-1,0,unknown,no
24786,45,technician,married,secondary,no,1971,yes,no,cellular,21,nov,182,3,-1,0,unknown,no
24787,28,services,single,primary,no,302,no,no,unknown,3,jun,248,9,-1,0,unknown,no
24788,35,blue-collar,married,secondary,no,728,yes,no,unknown,12,jun,410,16,-1,0,unknown,no
24789,29,management,single,tertiary,no,1895,no,no,cellular,28,jul,97,6,-1,0,unknown,no
24790,43,admin.,single,secondary,no,375,no,yes,cellular,21,jul,163,4,-1,0,unknown,no
24791,48,management,married,tertiary,no,5887,no,no,cellular,13,aug,227,2,-1,0,unknown,no
24792,44,admin.,married,secondary,no,2687,yes,no,unknown,16,may,131,4,-1,0,unknown,no
24793,57,technician,married,secondary,no,589,yes,no,cellular,2,feb,223,1,76,4,failure,no
24794,42,technician,divorced,tertiary,no,765,no,no,cellular,27,aug,78,8,-1,0,unknown,no
24795,34,blue-collar,married,primary,no,-167,yes,no,unknown,21,may,201,1,-1,0,unknown,no
24796,30,management,single,secondary,no,7870,yes,no,cellular,28,aug,82,7,-1,0,unknown,no
24797,37,admin.,married,secondary,no,439,no,no,unknown,9,jun,321,1,-1,0,unknown,no
24798,29,management,single,tertiary,no,2637,yes,no,cellular,18,may,179,3,-1,0,unknown,no
24799,32,admin.,married,secondary,no,0,no,no,unknown,16,may,137,1,-1,0,unknown,no
24800,36,management,married,tertiary,no,93,no,no,cellular,11,jan,102,3,96,4,other,no
24801,49,technician,married,primary,no,230,yes,no,unknown,8,may,96,1,-1,0,unknown,no
24802,36,technician,divorced,secondary,no,409,yes,no,unknown,20,may,25,1,-1,0,unknown,no
24803,47,management,married,unknown,no,555,yes,no,cellular,17,jul,179,1,-1,0,unknown,no
24804,39,admin.,single,secondary,no,4917,yes,yes,cellular,6,may,26,1,-1,0,unknown,no
24805,40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,6,353,23,failure,no
24806,40,self-employed,married,tertiary,no,2977,yes,no,cellular,19,nov,375,1,125,1,failure,no
24807,57,retired,married,secondary,no,2020,no,no,unknown,19,jun,93,4,-1,0,unknown,no
24808,58,management,single,tertiary,no,21,no,no,telephone,28,aug,315,19,-1,0,unknown,no
24809,41,admin.,married,secondary,no,125,no,no,cellular,7,jul,244,4,-1,0,unknown,no
24810,48,services,married,secondary,no,334,no,yes,unknown,19,jun,270,2,-1,0,unknown,no
24811,36,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,136,1,120,1,failure,no
24812,60,blue-collar,married,primary,no,686,yes,no,unknown,17,jun,147,2,-1,0,unknown,no
24813,59,blue-collar,single,secondary,no,12270,no,no,cellular,20,nov,180,2,-1,0,unknown,no
24814,33,blue-collar,married,secondary,no,6227,yes,no,unknown,23,may,76,2,-1,0,unknown,no
24815,79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
24816,59,management,married,secondary,no,1321,no,no,unknown,9,jun,3881,3,-1,0,unknown,yes
24817,42,management,married,tertiary,no,11093,no,no,cellular,2,feb,156,2,-1,0,unknown,no
24818,33,blue-collar,single,tertiary,no,350,yes,no,cellular,6,feb,148,7,227,5,failure,no
24819,43,services,married,secondary,no,-392,no,yes,cellular,8,jul,185,1,-1,0,unknown,no
24820,36,admin.,single,secondary,no,281,no,no,cellular,9,jul,225,2,-1,0,unknown,no
24821,33,blue-collar,married,primary,no,716,yes,no,unknown,7,may,83,3,-1,0,unknown,no
24822,37,blue-collar,single,secondary,no,6281,yes,no,cellular,18,may,242,1,-1,0,unknown,no
24823,56,retired,married,tertiary,no,89,no,no,telephone,10,jul,83,1,-1,0,unknown,no
24824,44,management,divorced,secondary,no,0,yes,no,telephone,19,nov,319,1,-1,0,unknown,no
24825,35,blue-collar,married,primary,no,234,no,no,unknown,11,jun,88,5,-1,0,unknown,no
24826,52,management,married,tertiary,no,2428,yes,no,cellular,21,nov,294,1,116,3,failure,no
24827,35,management,married,secondary,no,2415,yes,yes,cellular,16,apr,348,3,-1,0,unknown,no
24828,32,management,single,tertiary,no,1431,no,no,cellular,4,feb,199,2,-1,0,unknown,no
24829,34,management,married,tertiary,no,188,no,no,cellular,5,may,399,1,-1,0,unknown,no
24830,41,admin.,divorced,secondary,no,2970,no,yes,unknown,27,jun,169,2,-1,0,unknown,no
24831,30,blue-collar,married,primary,no,346,yes,no,unknown,3,jun,135,1,-1,0,unknown,no
24832,24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,1,156,2,success,yes
24833,54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,yes
24834,30,blue-collar,single,secondary,no,18,no,no,unknown,9,may,395,1,-1,0,unknown,no
24835,35,management,married,tertiary,no,71,yes,no,cellular,30,apr,510,2,-1,0,unknown,no
24836,47,blue-collar,married,secondary,no,538,no,yes,cellular,19,nov,131,1,-1,0,unknown,no
24837,36,technician,single,tertiary,no,705,yes,no,unknown,16,may,111,1,-1,0,unknown,no
24838,40,management,married,secondary,no,569,no,no,cellular,20,aug,129,2,-1,0,unknown,no
24839,44,blue-collar,married,unknown,no,189,yes,no,unknown,26,may,175,3,-1,0,unknown,no
24840,38,technician,single,secondary,no,12926,yes,no,unknown,3,jun,280,1,-1,0,unknown,no
24841,40,management,married,tertiary,no,132,yes,yes,cellular,18,nov,170,2,-1,0,unknown,no
24842,52,management,married,tertiary,no,388,no,no,cellular,25,may,272,1,-1,0,unknown,yes
24843,51,blue-collar,married,primary,no,3185,yes,no,cellular,20,nov,187,2,-1,0,unknown,no
24844,57,retired,divorced,tertiary,no,734,no,no,cellular,6,aug,1357,4,-1,0,unknown,yes
24845,38,blue-collar,married,primary,no,1,yes,no,cellular,7,may,154,1,-1,0,unknown,no
24846,44,technician,divorced,secondary,no,976,yes,no,unknown,14,may,302,2,-1,0,unknown,no
24847,50,technician,married,secondary,no,1234,yes,no,unknown,5,may,205,2,-1,0,unknown,no
24848,31,management,single,tertiary,no,1073,yes,no,telephone,29,jan,82,1,-1,0,unknown,no
24849,54,blue-collar,divorced,primary,no,190,yes,no,unknown,15,may,196,2,-1,0,unknown,no
24850,52,management,married,primary,no,3343,no,no,cellular,13,oct,227,1,-1,0,unknown,no
24851,49,technician,married,secondary,no,3392,no,no,cellular,13,aug,272,2,-1,0,unknown,no
24852,40,management,single,tertiary,no,2784,yes,no,unknown,19,may,181,1,-1,0,unknown,no
24853,32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no
24854,29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown,yes
24855,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown,no
24856,45,blue-collar,married,primary,no,137,yes,yes,unknown,16,may,187,19,-1,0,unknown,no
24857,41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,2,-1,0,unknown,no
24858,34,technician,married,secondary,no,1057,no,yes,cellular,27,aug,176,10,-1,0,unknown,no
24859,40,technician,single,secondary,no,34,no,no,cellular,20,aug,66,3,-1,0,unknown,no
24860,24,student,single,tertiary,no,1592,no,no,cellular,16,aug,98,3,111,5,other,no
24861,27,unemployed,single,tertiary,no,-446,yes,no,unknown,26,may,120,1,-1,0,unknown,no
24862,41,technician,married,tertiary,no,67,yes,no,cellular,19,nov,814,1,-1,0,unknown,yes
24863,42,unemployed,married,tertiary,no,576,no,no,cellular,3,jun,447,2,96,1,success,yes
24864,26,student,single,secondary,no,2469,no,no,cellular,2,feb,406,1,-1,0,unknown,no
24865,55,technician,married,secondary,no,3207,no,no,cellular,28,jan,158,2,153,12,failure,no
24866,27,blue-collar,married,secondary,no,613,yes,no,unknown,19,may,65,3,-1,0,unknown,no
24867,51,management,married,tertiary,no,248,yes,yes,cellular,14,jul,78,3,-1,0,unknown,no
24868,32,blue-collar,married,primary,no,1518,yes,no,telephone,6,feb,35,3,-1,0,unknown,no
24869,30,management,single,tertiary,no,572,no,no,cellular,17,jun,339,3,183,2,success,yes
24870,35,management,married,tertiary,no,0,no,no,cellular,11,jul,89,1,-1,0,unknown,no
24871,32,technician,single,tertiary,no,600,no,no,cellular,2,nov,272,1,-1,0,unknown,no
24872,43,admin.,married,secondary,no,1220,yes,no,cellular,20,apr,349,2,339,1,other,no
24873,52,blue-collar,married,primary,no,10,no,no,cellular,6,aug,588,3,-1,0,unknown,no
24874,35,blue-collar,single,primary,no,-230,yes,no,cellular,14,jul,183,3,-1,0,unknown,no
24875,40,blue-collar,married,primary,no,-7,yes,no,unknown,6,may,410,2,-1,0,unknown,no
24876,31,services,married,tertiary,yes,-90,no,yes,unknown,1,jul,173,1,-1,0,unknown,no
24877,33,management,divorced,tertiary,no,312,yes,yes,cellular,13,may,23,1,359,3,failure,no
24878,42,self-employed,married,tertiary,no,83,yes,no,cellular,20,aug,140,4,-1,0,unknown,no
24879,32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,yes
24880,53,blue-collar,married,unknown,no,1230,no,no,cellular,5,aug,155,3,-1,0,unknown,no
